"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","NRO_ENCUESTA","ORDEN","P6016","P6020","P6040","P6051","P5502","P6071","P6071S1","P6074","P767","P6076","P6076S1","P6076S2","P6077","P6096","P6081","P6081S1","P6087","P6083","P6083S1","P6088","P6080","P5667","LLAVEHOG","FEX_C","N_HIJOS","N_NIETOS"
"5007816","5","1","592","5","5","1","14","3","5",,,"1",,,,,,,"3",,"2","1","1",,"5",,"50078161","97.123804454269",NULL,NULL
"5007816","6","1","592","6","1","1","10","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50078161","97.123804454269",NULL,NULL
"5007822","1","1","592","1","1","2","48","1","3",,,"1",,,,,,,"2",,"2","2",,"2","5",,"50078221","62.1607101643907","2",NULL
"5007822","2","1","592","2","2","2","18","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50078221","62.1607101643907",NULL,NULL
"5007822","3","1","592","3","1","2","14","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50078221","62.1607101643907",NULL,NULL
"5007825","1","1","592","1","1","2","35","1","5",,,"1",,,,,,,"2",,"2","2",,"4","5",,"50078251","84.1783028857596","3",NULL
"5007825","2","1","592","2","2","1","11","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50078251","84.1783028857596",NULL,NULL
"5007825","3","1","592","3","3","1","8","3",,,,"1",,,,,,,"2",,"4","1","1",,"5",,"50078251","84.1783028857596",NULL,NULL
"5007825","4","1","592","4","4","1","7","3",,,,"1",,,,,,,"2",,"4","1","1",,"5",,"50078251","84.1783028857596",NULL,NULL
"5007844","1","1","592","1","1","2","42","1","5",,,"1",,,,,,,"3",,"2","3",,"2","5",,"50078441","103.355885415031","6",NULL
"5007844","2","1","592","2","1","1","25","3","5",,,"1",,,,,,,"2",,"3","1","1",,"5",,"50078441","103.355885415031",NULL,NULL
"5007844","3","1","592","3","1","2","19","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50078441","103.355885415031",NULL,NULL
"5007844","4","1","592","4","1","1","16","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50078441","103.355885415031",NULL,NULL
"5007844","5","1","592","5","1","1","13","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50078441","103.355885415031",NULL,NULL
"5007844","6","1","592","6","1","2","11","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50078441","103.355885415031",NULL,NULL
"5007844","7","1","592","7","1","2","8","3",,,,"1",,,,,,,"2",,"1","1","1",,"5",,"50078441","103.355885415031",NULL,NULL
"5007858","1","1","592","1","1","2","28","1","5",,,"1",,,,,,,"2",,"10","3",,"2","5",,"50078581","75.1374997991928","3",NULL
"5007858","2","1","592","2","1","2","12","3","5",,,"1",,,,,,,"2",,"3","1","1",,"5",,"50078581","75.1374997991928",NULL,NULL
"5007858","3","1","592","3","1","1","9","3",,,,"1",,,,,,,"2",,"3","1","1",,"5",,"50078581","75.1374997991928",NULL,NULL
"5007858","4","1","592","4","1","1","8","3",,,,"1",,,,,,,"2",,"3","1","1",,"5",,"50078581","75.1374997991928",NULL,NULL
"5007865","1","1","592","1","1","2","88","1","3",,,"1",,,,,,,"3",,"1","3",,"1","5",,"50078651","87.4312255223478","1",NULL
"5007865","2","1","592","2","2","1","64","3","5",,,"1",,,,,,,"3",,"2","1","1",,"5",,"50078651","87.4312255223478",NULL,NULL
"5007868","1","1","592","1","1","2","41","1","5",,,"1",,,,,,,"2",,"10","2",,"10","5",,"50078681","67.1186772266717","3","1"
"5007868","2","1","592","2","2","2","17","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50078681","67.1186772266717",NULL,NULL
"5007868","3","1","592","3","3","2","14","3","5",,,"1",,,,,,,"2",,"3","1","1",,"5",,"50078681","67.1186772266717",NULL,NULL
"5007868","4","1","592","4","4","1","20","3","1","1","5","1",,,,,,,"2",,"10","1","1",,"5",,"50078681","67.1186772266717",NULL,NULL
"5007868","5","1","592","5","5","2","18","14","1","1","4","1",,,,,,,"2",,"10","2",,"10","5",,"50078681","67.1186772266717",NULL,NULL
"5007868","6","1","592","6","5","1","2","4",,,,"1",,,,,,,"1","4",,"1","5",,"5",,"50078681","67.1186772266717",NULL,NULL
"5007869","1","1","592","1","1","2","56","1","3",,,"1",,,,,,,"3",,"1","3",,"1","5",,"50078691","59.9197867625257","2","1"
"5007869","2","1","592","2","2","2","28","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50078691","59.9197867625257",NULL,NULL
"5007869","3","1","592","3","3","2","33","3","4",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50078691","59.9197867625257",NULL,NULL
"5007869","4","1","592","4","4","2","11","4","5",,,"1",,,,,,,"2",,"1","1","3",,"5",,"50078691","59.9197867625257",NULL,NULL
"5007872","1","1","592","1","1","2","17","1","5",,,"1",,,,,,,"2",,"1","3",,"1","5",,"50078721","92.7038840011541","1",NULL
"5007872","2","1","592","2","1","1","0","3",,,,"1",,,,,,,"2",,"3","1","1",,"5",,"50078721","92.7038840011541",NULL,NULL
"5007872","3","1","592","3","3","1","14","7","5",,,"1",,,,,,,"2",,"1","3",,"1","5",,"50078721","92.7038840011541",NULL,NULL
"5007874","1","1","592","1","1","2","66","1","3",,,"2","40","2","52","52250","2","5","2",,"2","2",,"2","5",,"50078741","75.295360460345","1","1"
"5007874","2","1","592","2","2","2","41","3","5",,,"1",,,,,,,"3",,"4","1","1",,"5",,"50078741","75.295360460345",NULL,NULL
"5007874","3","1","592","3","2","2","6","4",,,,"1",,,,,,,"2",,"10","1","2",,"5",,"50078741","75.295360460345",NULL,NULL
"5007875","1","1","592","1","1","2","69","1","5",,,"1",,,,,,,"3",,"10","3",,"10","5",,"50078751","78.083299802317","1","2"
"5007875","2","1","592","2","2","2","28","3","5",,,"1",,,,,,,"3",,"10","1","1",,"5",,"50078751","78.083299802317",NULL,NULL
"5007875","3","1","592","3","2","1","4","4",,,,"1",,,,,,,"2",,"10","1","2",,"5",,"50078751","78.083299802317",NULL,NULL
"5007875","4","1","592","4","2","1","10","4","5",,,"1",,,,,,,"2",,"10","2",,"3","5",,"50078751","78.083299802317",NULL,NULL
"5007878","1","1","592","1","1","2","31","1","5",,,"1",,,,,,,"2",,"3","2",,"1","5",,"50078781","77.4543769955523","1",NULL
"5007878","2","1","592","2","1","2","5","3",,,,"1",,,,,,,"2",,"1","1","1",,"5",,"50078781","77.4543769955523",NULL,NULL
"5007910","1","1","592","1","1","2","57","1","5",,,"1",,,,,,,"3",,"9","2",,"9","5",,"50079101","99.2555975022226","1",NULL
"5007910","2","1","592","2","2","1","34","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50079101","99.2555975022226",NULL,NULL
"5007922","1","1","592","1","1","2","45","1","5",,,"1",,,,,,,"2",,"9","2",,"9","6",,"50079221","92.165837391988","2",NULL
"5007922","2","1","592","2","2","1","25","3","5",,,"1",,,,,,,"2",,"9","1","1",,"6",,"50079221","92.165837391988",NULL,NULL
"5007922","3","1","592","3","3","1","16","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50079221","92.165837391988",NULL,NULL
"5007932","1","1","592","1","1","2","37","1","3",,,"1",,,,,,,"3",,"10","3",,"10","5",,"50079321","82.4331268416664","2",NULL
"5007932","2","1","592","2","1","1","12","3","5",,,"1",,,,,,,"3",,"4","1","1",,"5",,"50079321","82.4331268416664",NULL,NULL
"5007932","3","1","592","3","1","1","9","3",,,,"1",,,,,,,"3",,"4","1","1",,"5",,"50079321","82.4331268416664",NULL,NULL
"5007935","1","1","592","1","1","2","28","1","5",,,"1",,,,,,,"2",,"1","2",,"1","5",,"50079351","80.2423163375243","2",NULL
"5007935","2","1","592","2","1","1","11","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50079351","80.2423163375243",NULL,NULL
"5007935","3","1","592","3","1","1","5","3",,,,"1",,,,,,,"2",,"10","1","1",,"5",,"50079351","80.2423163375243",NULL,NULL
"5007936","1","1","592","1","1","2","28","1","5",,,"1",,,,,,,"2",,"1","3",,"2","5",,"50079361","83.5811740479297","1",NULL
"5007936","2","1","592","2","1","2","6","3",,,,"1",,,,,,,"2",,"4","1","1",,"5",,"50079361","83.5811740479297",NULL,NULL
"5007936","3","1","592","3","3","1","16","7","5",,,"1",,,,,,,"2",,"2","3",,"2","5",,"50079361","83.5811740479297",NULL,NULL
"5007944","1","1","592","1","1","2","39","1","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50079441","77.4543769955523","1",NULL
"5007944","2","1","592","2","1","2","2","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50079441","77.4543769955523",NULL,NULL
"5007960","1","1","592","1","1","2","46","1","5",,,"1",,,,,,,"3",,"10","2",,"1","5",,"50079601","51.86917022107","1","2"
"5007960","2","1","592","2","2","2","28","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50079601","51.86917022107",NULL,NULL
"5007960","3","1","592","3","2","2","12","4","5",,,"1",,,,,,,"2",,"10","1","2",,"5",,"50079601","51.86917022107",NULL,NULL
"5007960","4","1","592","4","2","2","5","4",,,,"1",,,,,,,"2",,"4","1","2",,"5",,"50079601","51.86917022107",NULL,NULL
"5007960","5","1","592","5","2","2","13","9","5",,,"1",,,,,,,"2",,"10","2",,"4","5",,"50079601","51.86917022107",NULL,NULL
"5007968","1","1","592","1","1","2","33","1","3",,,"1",,,,,,,"2",,"10","2",,"9","5",,"50079681","71.2015132509575","2",NULL
"5007968","2","1","592","2","1","2","14","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50079681","71.2015132509575",NULL,NULL
"5007968","3","1","592","3","1","1","10","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50079681","71.2015132509575",NULL,NULL
"5007971","1","1","592","1","1","2","41","1","5",,,"1",,,,,,,"2",,"1","2",,"1","5",,"50079711","71.2015132509575","2",NULL
