DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6016;P1894;P6020;P6040;P6051;P5502;P6071;P6071S1;P6074;P767;P6076;P6076S1;P6076S2;P6077;P6096;P6081;P6081S1;P6087;P6083;P6083S1;P6088;P6080;P5667;P1895;P1896;P1897;P1898;P1899;P1901;P1902;P1903;P1904;P1905;LLAVEHOG;FEX_C;N_HIJOS;N_NIETOS;P1910;P1911;P1912;P1710;P1710S1;P1710S2;P1710S3;P1710S4;P1710S5;P1710S6;P1710S7;P1710S8;P1710S9;P1084;P765;P765S1;P765S2;P765S3;P765S4;P765S5;P765S6;P765S7;P765S8;P1085;P1085S1;P1085S2;P1085S3;P1085S4;P1085S5;P1085S6;P1085S7;P1085S8;P1083;P1083S1;P1083S2;P1083S3;P1083S4;P1083S5;P1083S6;P1083S7;P1083S8;P1083S9;P1083S10;P1083S11;P1082;P1082S1;P1082S2;P5504;P5505;P5505S1;P5505S2;P769;P1080;P1080S1;P1080S2;P1080S3;P1080S4;P1080S5;P1080S6;P804;P805;P805S1;P805S2;P805S3;P805S4;P805S5
6000263;2;1;2;2;3;1;29;3;5;;;1;;;;;;;3;;1;1;1;;6;;9;7;9;8;6;7;8;7;4;7;60002631;460.6758091;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;1;;1;1;;;
6000263;3;1;3;3;3;1;27;3;5;;;1;;;;;;;3;;1;1;1;;6;;8;7;8;8;7;7;8;6;5;7;60002631;460.6758091;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;1;;1;1;;;
6000263;4;1;4;4;3;2;32;3;4;;;1;;;;;;;3;;1;1;1;;6;;8;6;8;7;7;8;7;7;7;7;60002631;460.6758091;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;2;;1;1;;;
6000263;5;1;5;5;2;1;12;4;5;;;1;;;;;;;2;;1;1;4;;6;;;;;;;;;;;;60002631;460.6758091;0;0;2;5;5;;1;1;1;2;2;2;2;2;2;2;;1;;;;;;;;;;;1;;;;;;;;1;;;;1;;;;;;2;;;2;;;;;;;;;;;;2;;1;;;;
6000263;6;1;6;1;1;2;7;4;;;;1;;;;;;;2;;1;1;4;;6;;;;;;;;;;;;60002631;460.6758091;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6000263;7;1;7;1;1;1;3;4;;;;1;;;;;;;2;;1;1;4;;6;;;;;;;;;;;;60002631;460.6758091;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000266;1;1;1;1;3;2;85;1;3;;;1;;;;;;;3;;10;3;;1;6;;7;6;8;7;7;8;7;3;3;8;60002661;225.7850254;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;2;;1;1;;;
6000266;2;1;2;2;3;1;66;3;5;;;1;;;;;;;2;;3;1;1;;6;;5;7;5;8;5;4;4;6;7;7;60002661;225.7850254;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;1;;1;;;;
6000272;1;1;1;1;3;2;53;1;3;;;1;;;;;;;3;;1;2;;1;6;;7;8;8;7;6;7;6;5;6;7;60002721;153.2082271;2;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;1;1;;;
6000272;2;1;2;2;3;1;22;3;5;;;1;;;;;;;3;;1;1;1;;6;;7;8;6;7;5;5;6;6;4;7;60002721;153.2082271;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;5;;;;;;
6000272;3;1;3;3;5;1;20;3;5;;;1;;;;;;;3;;1;1;1;;6;;8;7;8;7;6;6;7;7;6;7;60002721;153.2082271;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;2;;1;1;;;
6000273;1;1;1;1;3;2;81;1;3;;;1;;;;;;;3;;9;3;;9;6;;8;10;5;9;10;5;5;8;8;6;60002731;179.2279254;0;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6000273;2;1;2;2;3;1;20;4;5;;;1;;;;;;;2;;4;2;;8;6;;6;5;8;8;6;9;8;8;8;8;60002731;179.2279254;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;;;;;1;1;;;1;;1;1;;;1;2;1;;;;;1;;1;1;1;1;;;4;;1;;;;
6000283;1;1;1;1;3;2;76;1;3;;;1;;;;;;;3;;10;3;;1;6;;8;2;8;9;2;7;7;3;3;8;60002831;399.1864046;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;5;;;;;;
6000283;2;1;2;2;3;1;48;3;2;1;3;1;;;;;;;3;;1;1;1;;6;;7;6;8;7;7;7;7;7;7;7;60002831;399.1864046;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;;;;;1;;1;;;;
6000283;3;1;3;3;3;2;43;8;2;1;2;1;;;;;;;2;;3;2;;2;6;;7;7;8;5;7;3;8;7;2;8;60002831;399.1864046;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;2;;1;;;;;;1;;1;1;;;
6000283;4;1;4;4;3;2;22;4;4;;;1;;;;;;;1;2;;1;3;;6;;8;7;6;8;2;6;7;3;4;6;60002831;399.1864046;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;;;;;;1;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;;;;
6000283;5;1;5;4;1;1;5;9;;;;1;;;;;;;2;;4;1;4;;6;;;;;;;;;;;;60002831;399.1864046;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6000283;6;1;6;4;1;1;0;9;;;;1;;;;;;;2;;10;1;4;;6;;;;;;;;;;;;60002831;399.1864046;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000313;1;1;1;1;3;2;62;1;5;;;2;45;2;76;76122;1;9;3;;1;3;;1;6;;8;5;6;10;3;6;7;6;0;9;60003131;517.0511328;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;1;;;;;;5;;;;;;
6000313;2;1;2;2;3;1;24;3;5;;;1;;;;;;;2;;10;1;1;;5;;4;2;10;8;6;5;3;7;5;6;60003131;517.0511328;0;0;1;3;5;;1;1;1;1;1;1;1;1;1;1;;1;;;1;;;;;;1;1;1;;;;;;;1;1;1;;;1;;1;1;1;;1;2;1;;;;;1;;;;1;1;;;5;;;;;;
6000313;3;1;3;3;3;1;56;7;5;;;1;;;;;;;3;;1;3;;1;6;;8;9;5;10;0;9;6;4;7;5;60003131;517.0511328;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;1;;1;1;;;
6000315;1;1;1;1;3;2;73;1;3;;;1;;;;;;;3;;10;3;;10;6;;10;10;5;10;0;10;10;0;0;10;60003151;439.7005749;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;2;;;;;;;1;5;;;;;;
6000315;2;1;2;2;3;2;45;3;5;;;1;;;;;;;3;;1;1;1;;5;;2;1;3;1;9;0;2;2;1;4;60003151;439.7005749;0;0;1;5;5;;1;1;1;1;2;2;1;2;2;1;;1;;;1;;1;;;;1;;;;;;;;;1;1;1;;;;;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6000315;3;1;3;3;3;1;21;4;5;;;1;;;;;;;2;;3;1;2;;5;;10;10;10;10;10;10;10;0;0;10;60003151;439.7005749;0;0;2;5;5;;1;1;1;1;1;1;1;1;2;1;;1;;;1;;;;;;1;1;;1;;1;;;;1;1;1;1;1;1;1;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;1;1;1;
6000320;1;1;1;1;3;2;22;1;5;;;2;14;2;19;19318;2;9;2;;1;2;;3;5;;5;0;7;6;6;5;6;8;5;5;60003201;601.5744489;1;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;1;1;;;1;2;1;;;;;1;;1;;;1;;;2;;1;1;;;
6000320;2;1;2;2;1;2;3;3;;;;1;;;;;;;2;;4;1;1;;5;;;;;;;;;;;;60003201;601.5744489;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000361;1;1;1;1;3;2;57;1;3;;;1;;;;;;;3;;1;3;;1;6;;10;10;10;7;10;10;10;0;0;10;60003611;576.6892207;1;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;1;;1;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;1;;1;;;;
6000361;2;1;2;2;3;1;21;3;5;;;1;;;;;;;3;;5;1;1;;6;;8;5;9;8;7;8;8;2;0;8;60003611;576.6892207;0;0;1;1;1;;1;1;1;1;1;1;1;1;2;1;;1;1;1;1;1;;;;;1;1;;;;;1;;;1;1;1;1;;;;1;;1;;1;2;1;;;;;1;;1;1;1;1;;;3;;1;;;;
6000365;1;1;1;1;3;2;64;1;5;;;2;0;2;63;63594;1;7;3;;2;3;;2;6;;5;9;8;10;8;9;10;5;5;10;60003651;566.8375103;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;2;;;1;;;
6000365;2;1;2;2;3;2;37;3;6;1;3;2;0;2;63;63594;1;7;3;;2;1;1;;6;;9;9;10;10;5;9;9;3;1;9;60003651;566.8375103;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;1;;;;2;;;1;;;
6000365;3;1;3;3;3;1;48;8;6;1;2;2;0;2;63;63594;1;7;2;;1;3;;1;6;;9;7;10;10;9;9;9;3;2;9;60003651;566.8375103;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;;1;;;
6000365;4;1;4;4;1;1;5;4;;;;2;0;2;63;63594;1;7;1;3;;1;2;;6;;;;;;;;;;;;60003651;566.8375103;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;;;;;;1;5;;;;;;
6000368;1;1;1;1;3;2;63;1;5;;;2;4;2;66;66001;1;7;3;;10;3;;10;5;;10;9;5;10;2;9;9;0;0;10;60003681;594.2596578;1;2;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;1;1;;;
6000368;2;1;2;2;3;2;23;3;2;2;;2;0;2;66;66001;1;9;3;;10;1;1;;5;;10;9;10;10;2;10;8;0;0;10;60003681;594.2596578;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;1;;1;1;;;
6000368;3;1;3;3;1;2;4;4;;;;2;0;2;66;66001;1;9;2;;1;1;2;;5;;;;;;;;;;;;60003681;594.2596578;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000368;4;1;4;4;1;2;2;4;;;;2;0;2;66;66001;1;9;2;;1;1;2;;5;;;;;;;;;;;;60003681;594.2596578;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000390;1;1;1;1;3;2;58;1;3;;;1;;;;;;;3;;10;2;;10;6;;10;9;10;10;10;10;10;0;0;10;60003901;583.4775006;0;1;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;1;;1;1;1;;;;;1;;;;1;2;1;;;;;1;;1;;1;1;;;2;;1;1;;;
6000390;2;1;2;1;2;1;15;4;5;;;1;;;;;;;2;;10;2;;3;6;;10;9;10;10;10;10;1;0;0;10;60003901;583.4775006;0;0;5;2;5;;1;2;1;1;1;1;1;1;2;1;;;;;1;;;;;;;;1;;;;;1;;1;1;1;;;1;;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6000396;1;1;1;1;3;2;47;1;3;;;1;;;;;;;3;;1;3;;1;6;;10;6;10;8;10;7;8;0;1;9;60003961;659.8254904;3;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;2;;1;;;;
6000396;2;1;2;2;3;1;22;3;5;;;1;;;;;;;3;;10;1;1;;6;;8;8;9;10;10;10;8;8;8;8;60003961;659.8254904;0;0;2;2;5;;1;1;1;1;1;1;1;1;1;1;;1;1;;1;;;;;;1;;1;;;;;;;1;1;;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;4;;1;;;;
6000396;3;1;3;3;3;2;24;3;5;;;1;;;;;;;3;;10;1;1;;6;;10;9;8;9;8;9;10;0;0;8;60003961;659.8254904;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;;1;;;1;;1;;;;
6000396;4;1;4;4;3;1;32;3;4;;;1;;;;;;;3;;10;1;1;;6;;10;9;9;9;8;9;9;7;7;8;60003961;659.8254904;0;0;2;2;5;;1;1;1;1;1;1;1;2;2;1;;1;;;1;;;;;;1;1;;;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;;1;;;3;;1;;;;
6000412;1;1;1;1;3;2;33;1;5;;;1;;;;;;;2;;1;2;;1;6;;8;7;10;6;5;10;7;4;0;10;60004121;510.4910896;1;0;1;1;5;;1;1;1;1;1;1;1;2;2;1;;1;1;;1;;1;;;;1;1;;1;1;;1;1;;1;1;1;;;1;;1;1;1;;1;1;2;;;;;1;;1;1;1;1;;1;5;;;;;;
6000412;2;1;2;1;2;2;11;3;5;;;1;;;;;;;2;;4;1;1;;6;;;;;;;;;;;;60004121;510.4910896;0;0;5;2;2;;1;1;2;1;1;1;1;2;2;1;;;1;1;1;;1;;;;;;;;;1;;1;;1;;1;;;1;;1;;;;1;2;1;;;;;1;;1;;1;1;;1;5;;;;;;
6000424;1;1;1;1;3;2;33;1;5;;;1;;;;;;;2;;1;2;;2;6;;10;6;6;8;8;10;10;1;1;7;60004241;444.1768348;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;3;;1;;;;
6000424;2;1;2;2;2;1;8;3;;;;1;;;;;;;2;;1;1;1;;6;;;;;;;;;;;;60004241;444.1768348;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6000433;1;1;1;1;3;2;57;1;3;;;2;42;2;52;52378;1;9;3;;1;3;;1;6;;7;6;6;7;8;8;5;5;5;8;60004331;734.1470965;3;1;1;2;5;;2;2;1;2;2;2;2;2;2;1;;1;1;;1;;;;;;1;1;;;;;;;;1;;;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6000433;2;1;2;2;3;2;34;3;5;;;1;;;;;;;3;;4;1;1;;6;;8;10;10;5;10;0;10;0;0;10;60004331;734.1470965;0;0;1;1;5;;1;1;1;1;1;1;1;2;2;1;;1;1;;1;;;;;;1;1;;;1;;1;;;1;1;1;1;1;1;1;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;1;;;
6000433;3;1;3;3;3;1;25;3;5;;;1;;;;;;;3;;4;1;1;;6;;8;7;10;6;8;8;10;5;6;10;60004331;734.1470965;0;0;1;3;5;;1;1;1;1;2;2;1;1;2;1;;1;1;;1;;1;;;;1;;;;;1;;;;1;1;1;;;1;;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;3;;1;;;;
6000433;4;1;4;4;3;2;33;3;5;;;1;;;;;;;3;;7;1;1;;6;;10;8;10;4;10;10;10;4;3;8;60004331;734.1470965;0;0;1;2;5;;1;1;1;1;1;1;1;1;2;1;;1;1;;1;;1;;;;1;1;1;;;1;1;;;1;1;1;1;1;1;1;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6000433;5;1;5;4;1;2;6;4;;;;1;;;;;;;2;;7;1;4;;6;;;;;;;;;;;;60004331;734.1470965;0;0;3;5;3;;2;2;2;2;2;2;2;2;2;2;;;;1;;;;;;;1;;1;;;;;;;;;;;;1;;1;;;;2;;;1;;;1;2;;1;;;;;;5;;;;;;
6000460;1;1;1;1;3;2;47;1;5;;;1;;;;;;;2;;10;2;;9;6;;8;10;10;8;10;10;8;0;0;10;60004601;670.0431497;1;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;;;;1;;1;;;;;;;;;1;2;1;;;;;1;;1;1;;1;;;5;;;;;;
6000460;2;1;2;2;3;1;23;3;1;1;3;1;;;;;;;2;;10;1;1;;6;;10;8;10;8;8;10;8;0;0;8;60004601;670.0431497;0;0;2;1;5;;1;1;1;1;1;1;1;1;2;1;;;1;;1;;;;;;1;;;;1;;1;;;;1;1;;;;;1;;;;1;2;1;;;;;1;;1;1;1;1;;;5;;;;;;
6000460;3;1;3;3;3;2;26;8;1;1;2;1;;;;;;;2;;10;2;;10;6;;8;9;9;10;8;10;10;1;0;10;60004601;670.0431497;0;0;2;2;5;;1;1;1;1;1;1;1;1;2;1;;1;1;;1;;;;;;1;;;1;1;1;;;;;1;1;;;;;1;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6000463;1;1;1;1;3;2;23;1;5;;;1;;;;;;;2;;1;2;;2;6;;10;2;10;10;8;10;8;8;0;10;60004631;1276.702588;3;0;5;2;5;;1;1;1;2;2;1;1;1;2;1;;;1;;1;;;;;;1;;;;;;;;;1;1;1;;;1;1;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;;;
6000463;2;1;2;2;1;2;3;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60004631;1276.702588;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000463;3;1;3;3;1;2;3;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60004631;1276.702588;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000463;4;1;4;4;1;2;1;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60004631;1276.702588;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6000482;1;1;1;1;3;2;75;1;3;;;1;;;;;;;3;;9;3;;9;6;;7;3;5;5;7;10;9;3;0;9;60004821;190.3701445;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;5;;;;;;
6000482;2;1;2;2;3;2;50;3;4;;;1;;;;;;;3;;2;1;1;;6;;9;8;5;3;9;9;9;3;0;9;60004821;190.3701445;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;1;;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;;;;
6000482;3;1;3;3;3;1;72;7;5;;;1;;;;;;;3;;9;3;;9;5;;0;4;1;1;9;0;7;0;7;0;60004821;190.3701445;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6000495;1;1;1;1;3;2;62;1;3;;;2;16;2;19;19473;2;1;3;;2;3;;1;6;;8;7;7;7;5;9;8;2;0;10;60004951;296.4902905;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;1;;;;;1;;1;1;;;
6000495;2;1;2;2;3;2;42;3;6;1;3;2;12;2;19;19473;1;1;3;;2;1;1;;6;;10;9;7;0;8;9;10;2;0;10;60004951;296.4902905;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;2;1;;;;;2;;1;;1;1;;;2;;1;1;;;
6000495;3;1;3;3;3;1;44;8;6;1;2;2;12;2;19;19473;1;1;2;;1;2;;1;6;;5;5;7;8;7;8;10;3;0;10;60004951;296.4902905;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;1;;;;;2;;1;;;;
6000495;4;1;4;4;3;1;20;4;5;;;2;10;2;19;19473;2;9;1;3;;1;2;;5;;9;8;10;7;7;7;7;0;0;10;60004951;296.4902905;0;0;2;5;5;;1;1;1;1;2;1;1;1;2;2;;1;;;1;;;;;;1;;;;1;;;;;1;;1;;;1;;;;;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;1;;;
6000503;1;1;1;1;3;2;43;1;5;;;1;;;;;;;3;;1;2;;1;6;;5;4;5;3;4;8;7;2;1;10;60005031;234.1907657;1;0;1;1;5;;1;1;1;1;1;1;1;1;2;1;;1;;;1;;;;;;1;1;;;;;;;;;1;1;;;1;;;;;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;;;;
6000503;2;1;2;2;2;2;15;3;5;;;1;;;;;;;2;;3;1;1;;6;;7;4;8;0;5;10;8;2;0;10;60005031;234.1907657;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;1;;;1;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;;;;
6000562;1;1;1;1;3;2;61;1;5;;;1;;;;;;;3;;10;3;;1;6;;5;5;6;9;9;7;5;6;5;8;60005621;1351.214307;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;1;;1;1;;;
6000562;2;1;2;2;3;1;42;3;5;;;1;;;;;;;3;;10;1;1;;6;;7;0;8;7;0;3;9;2;1;9;60005621;1351.214307;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;2;;;1;;;
6000569;1;1;1;1;3;2;56;1;3;;;1;;;;;;;3;;10;3;;2;6;;10;8;8;8;10;10;10;0;0;10;60005691;1379.353941;1;0;1;5;5;;1;1;1;2;2;2;2;2;2;2;;1;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;1;1;2;1;;;;;1;;1;;;;;;1;;1;1;;;
6000569;2;1;2;2;3;2;21;3;5;;;1;;;;;;;2;;10;1;1;;6;;10;10;10;10;10;10;10;0;0;10;60005691;1379.353941;0;0;1;1;5;;1;1;1;1;1;1;1;1;1;1;;1;1;;1;;;;;;1;1;;;;1;;;;1;1;1;1;1;1;1;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;1;1;1;
6000571;1;1;1;1;3;2;20;1;5;;;2;2;2;5;5001;1;9;2;;2;2;;2;6;;9;4;9;9;7;9;4;9;0;9;60005711;399.8943568;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;2;;1;;;;
